商品型号,评论内容
远山白魅族16,#追求源于热爱#魅族16整机非常精致，先是屏幕一点亮就惊艳到我了，没有刘海还这么高的屏占比，尤其是圆角处理非常喜欢。再说震动马达用过之后真是酥麻的感觉，感觉比iPhone还牛，屏下指纹科技感爆棚有木有，还有系统真的流畅，最后还要赞一下这样的轻薄的机身居然还有3.5耳机孔，真是今年的最佳旗舰没有之一！
远山白魅族16,卖了，哈哈哈，给媳妇买的，媳妇说太小了，不要
远山白魅族16,上个魅族是E2没用几天丢了，很心疼，15没下手，知道会有更好的果断买16，很幸运十几秒抢到，?现在没到到手的也不要着急，好货不怕等。用了一个星期，感觉很不错魅族的流畅没话说，加上顶级Soc 香！很喜欢这款，颜值很高，最后诚恳说一点，电池有点不给力啊，希望老大后期优化，相信魅族。不玩游戏还是可以的哈哈哈
极光蓝魅族16 PLUS,外观非常漂亮，可惜只买到了6+128的版本。体验了下音响立体声非常不错！游戏正在下载体验！希望6g内存够用！
汝窑白魅族16 X,颜值高，屏幕好，运行快！家里有5台魅族了。还是骁龙芯片好！又快又稳！金属外壳做成陶瓷质感！真的很满意！
远山白魅族16,已经体验了一段时间了，颜值嘛，没得说，我最喜欢的颜值，性能也非常流畅，一开始抢没有抢到，后面现货果断入手了，非常棒！
汝窑白魅族16 X,稍微体验了下，还可以，屏幕分辨率不高，这是缺点，充电非常的快。
汝窑白魅族16 X,非常不错！京东物流发货很快，包装也很好，机子白色非常好看，屏幕解锁速度快，拍照也是非常的清晰！
静夜黑魅族16 PLUS,物流太快了！！！赞！！！手机整体不错，屏幕显示好，手感佳，反应也很灵敏。就是送的手机壳太LOW了，也没有送其他的东西。安装了钢化膜过后指纹解锁不灵敏，不知道是不是钢化膜的原因，其他的要看后续使用了。先上图给大家来感受哈
静夜黑魅族16 PLUS,1.买的是16plus，手小的话，还是买16th吧，它这个宽度就是那么突出2.屏幕低亮度，的确很闪，A屏都这样，为了你的眼睛健康，晚上少点看手机，要看也要光线充足3.大家都在说这个线性马达好，但个人感觉不出啥4.相机底子的确大一级压死人，但对焦会卡顿5.抬手亮屏，可以说好也可以说不好，每次不小心抬起手机它就亮了，会有误触，且有时候抬起手机居然不亮屏6.指纹解锁，收到的时候没升级，感觉挺快的，出厂的膜没撕，也是秒开，升级系统后反而更慢7.人脸解锁，哎，没光的时候，还是指纹解锁吧8.买的时候也是刚生产没多久，包装盒封条完好，至于现在还香不香，看个人理解吧，毕竟现在也没降价9.系统一般般吧，~一大堆，感觉买的不是手机。送的背壳一般，很容易刮花，但起码能保护摄像头，聊胜于无
汝窑白魅族16 X,很好非常好
极光蓝魅族16,很好就是贵
极光蓝魅族16,屏幕不错哦，材质还好，有点滑啊，震动很不错哦，拍照也挺好的。电量稍微差一点。但还是可以接受。面部解锁和屏下指纹不够灵敏，特别是光线不足的时候。颜值还是最重要的。嘻嘻。我反而觉得黑色比较好看。精致
极光蓝魅族16,基本满意！
静夜黑魅族16 PLUS,手机整机颜值8.5分；打开APP速度跟不上苹果max，6分；玩王者没有全屏优化非常废材，0分；运行工作APP盒马反应迟钝感严重，0分；不推荐工作使用，适合学生党。买这个手机就是想拿来工作的，居然搞成这个鬼样，非常后悔。整机给4分，吃上骁龙顶级处理器居然还是一样废材！
远山白魅族16,"20日0点很轻松就抢到了，可能运气好吧?。今天中午收到，送给老婆的，很喜欢，晚上又可以那个了！！！
外观漂亮，手感无敌，应该是今年最值得买的旗舰！"
静夜黑魅族16,反应快，手感好，值得购买
云山蓝魅族16 X,确实真机比网上的还要好看些，停顺眼的，真香，续航能力，其他的等用几天在追加评论
云山蓝魅族16 X,手机不错很好。就是有一点卡，包装太差了不可以严肃一点包装吗这是手机，不是衣服就拿个塑料袋就寄过来了，
静夜黑魅族16,还可以，m很好用，手势操作不是很舒服
静夜黑魅族16,已经用了半个多月了，真的超流畅，外观也给力。
静夜黑魅族16,非常好，给媳妇买的，用起来很好，性价比高。下次还来京东
静夜黑魅族16,送给老公的礼物，好评
静夜黑魅族16,不错，买到全新的了，不是二手的
静夜黑魅族16,屏下指纹识别率是真的有待提高。
静夜黑魅族16,魅族的铁粉，前几次没货没有抢到 手机到手真的很喜欢
极光蓝魅族16 PLUS,指纹科技确是不够灵敏，美感很到位。总得来说可以满足我的要求。喜欢魅族所以热爱。开心?哈哈
极光蓝魅族16 PLUS,这手机非常不错。我给家里人买了几个了。性能非常好。性价比高。就是货量不足。抢不到
极光蓝魅族16 PLUS,梦寐以求的魅族16，终于到手了，这是魅族第二个手机了还是一如既往的好用，性能好，颜值爆表，3000多就选它了。
静夜黑魅族16,首先表扬京东发货太快了，早上下单下午就到。其次手机没让我失望很漂亮速度很快。
静夜黑魅族16,"一直很喜欢魅族  16真的很棒  手感也没问题
话说京东的物流是真的效率高啊"
远山白魅族16,不错，摸着手感好，很薄，刚开始想买黑色结果没货就买了个白色，，也很不错，好久没用白色的手机了，贼好看，头天晚上买，第二天就到了，美滋滋
静夜黑魅族16 PLUS,等了几个月了，备货充足了下手。还是挺香的，希望Flyme能继续优化下高通的处理器，毕竟从三星和联发科打磨过来的，真煤油，必须挺你！！！
静夜黑魅族16,手机早早就收到了，超赞，物流也挺快的，喜欢魅族手机的小伙伴们赶紧下单吧！
静夜黑魅族16,还不错，网速度很快，比较小巧，就是买的时候没有白色的
静夜黑魅族16,很好，比小米精致，只是系统还有些不会用，正在适应中，希望不会让我失望。
远山白魅族16,作死的魅族终于看清了自己的品牌魅力和斤两，终于又走性价比路线了，这次16太火急于赶货，做工差了点，屏幕边缘有空隙，胶水没涂满，用光照射能看到空隙，顶部听筒处是翘起的(我去实体店对比过，一样的！)也许设计就是这样的吧。希望魅族踏踏实实的做性价比好手机，要么性价比，要么学***请明星铺天盖地广告，骗**公仔买，要么像菊花搞所谓的爱国机
远山白魅族16,手机看着很漂亮，拿在手里手感也很棒，都不想上保护套。 可能也是大小的限制吧，没有上更大的电池，续航确实很一般。
汝窑白魅族16 X,手机很好看，颜值很高，flyme一如既往的清新流畅，没有刘海的全面屏就是舒服，支持我大魅族，魅族冲鸭！
汝窑白魅族16 X,屏幕分辨率超清，速度快，摄像带棒了！值得拥有
远山白魅族16,这个手机确实不错，系统好用，**ack，振动很好，指纹得用嘴哈下才灵。
远山白魅族16,很满意，外观漂亮，小巧。双11当天买，优惠100，
远山白魅族16,比美苹果X，很好啊，除了指纹还有面部识别！
云山蓝魅族16 X,非常不错的，抢了好几个月才抢到，终于让自己的pro6下岗了，颜色非常好看，验真是第一次验真，拍照效果确实不错，就是以前的壁纸都不好了，还得从新弄壁纸哈啊哈还把
静夜黑魅族16,"手机做工与手感超级好，目前最好的手感，没有之一。
实物比图片漂亮好几倍。背面黑色玻璃不沾指纹。屏下指绞解锁超级快，信号好，上网下载都很快。系统流畅好用，。充电快半小时50％，而且手机与充电器温度控制很好。电池小了。手机玩游戏很夾，没感觉发热。照相没试以后再追评"
砚墨黑魅族16 X,魅族这次真是让人大吃一惊  一改以前形象
极光蓝魅族16 PLUS,手机很不错！外观性能很好！一直用魅族！
静夜黑魅族16,用着还好，机身纤薄，屏幕色彩艳丽，机子速度挺快的
极光蓝魅族16,手机买对了，真的不错，用几天在追加
云山蓝魅族16 X,客观的评价一下，这款手机性价比绝对没的说，这个价位有着旗舰的相机配置、三星的A屏、屏下指纹、性能功耗均衡的710，但是问题也有，系统整体流畅度有待提高，比如全面屏手势不好用(尤其是对比mui)、打开相机较卡慢、过度动画略显生硬、屏幕指纹成功率不高。
静夜黑魅族16 PLUS,从@开始一直用魅族，现在手上用的16plus6&mdash;&mdash;128G很流畅，特别是打开视频的时候就跟浏览网页一样没一点卡顿现象，我的Pro7当备用机了，不过买Pro7的时候也是这个价钱，刚上市就买了，有点贵了。
极光蓝魅族16 PLUS,啥也没有用到，到手就给人拿走了，当然好机了
远山白魅族16 PLUS,二手无疑了，不过二十多天的使用还不错，只怪狗比摸摸党，希望一如既往，不要让人失望。
砚墨黑魅族16 X,想买很久了 一只喜欢魅族的产品 物流超级快 晚上下单第二天一早就到了  手机续航还可以 拍照方面比以前大大提升了 支持魅族
砚墨黑魅族16 X,用了那么久，挺不错，唯一的不好是电池太差劲了，容量才3000多一点，而且系统优化不好，已是最新系统，屏幕耗电量高，待机约5个多小时不见13％电，我的note5待机16小时还剩93％。
汝窑白魅族16 X,真的很漂亮，很惊艳。不跟随刘海屏是最正确的，刚从苹果转过来，慢慢适应系统，
静夜黑魅族16,"比想象差一点，充电是真快，耗电也是真的快，我买到手屏幕上缝隙有灰尘，仔细一看是胶，是屏幕与机身结合的胶，便看出做工不好 。
其他地方还满意"
极光蓝魅族16 PLUS,不错，用了几天，还是这个非刘海的屏幕看着舒服，上下边框也窄，性能优秀，所有游戏不成问题，电池一天足够用了，可能我亮度调的低，一半不到，不过还是很亮够了。就是系统还有些小问题，有时候锁屏来了通知不能点进去，希望后续改进吧
远山白魅族16,"我只能说购买需谨慎

性价比上来说确实挺高，满足了我对拍照像素的要求，使用起来手感也不错
双11下的单，17号才收到，同事说魅族的手机是下单后现做发货的，不知道真假！

但是我知道的是魅族手机不稳定，没有售后可言，买之前您就要考虑好了！
全上海只有一家售后点，冷光屏幕看着很高大上但是用了一个星期下来就出问题了，首先面部识别刚开始6天还可以，限白天晚上不可用，第7天就开始闪啊闪识别不出我就把面部识别数据删了关闭面部识别功能以后就不闪了，另外这个指纹解锁识别不灵敏，要按3-4次才可以解锁成功，同事建议换角度录指纹，重新录了一个稍微好点儿

然后第8天悲剧发生了，手机掉水里了，我马上就捞出来了，心想之前的华为也经常掉水里捞起来擦干就继续用了，但是魅族这台捞出来以后屏幕一直闪啊闪，送去给修手机的朋友看他说屏幕烧坏了，要换屏幕，第二天给客服打电话说全上海就一家售后点，一个屏幕换下来至少要900打底，如果上门取件快递送修再加上快递费！！！

我只能跟你说买手机还是买品牌机吧没有这么多烦心事！！"
极光蓝魅族16,到手第二天评论，超喜欢极光蓝配色！整体感觉很不错，6g 8g运存体验手感应该不会差太多，看需求吧，顺便还帮女票也买了部?
静夜黑魅族16,续航很一般，充满1个半小时！指纹识别没那么垃圾，只要不是汗手没问题的。还有点胶终于2.0了，前面出厂的货绝对是伪2.0各种漏胶。总之还是挺香的
静夜黑魅族16,迟来的手机，上手了玩了一天并没有太多惊喜。
极光蓝魅族16,此用户未填写评价内容
静夜黑魅族16,当天下完单后，第二天就收到货了，速度超快，手机很喜欢，包装完好无损，自带的壳也很合适，一直信任京东，送货员态度也很好，京东?，手机赞?！
极光蓝魅族16 PLUS,还行，用了几年再来评价
极光蓝魅族16 PLUS,此用户未填写评价内容
静夜黑魅族16 PLUS,终于入手了 体验还行
砚墨黑魅族16 X,总体感觉还可以，人脸识别比较快，但屏幕指纹识别率没实体按键指纹识别率高，相机启动较慢。电池中重度够用。充电快。屏幕R角再小点应该就更漂亮了。
极光蓝魅族16 PLUS,屏幕还可以，但是没有16th通透和均匀，不过华为也是大屏没有小屏好，拍照不错，就是颜色稍微暗淡了些，这个价位我觉得可以了
静夜黑魅族16,手机太赞了！性价比高！颜值爆表！最重要的是非刘海屏！不过缺点也很明显，就是指纹识别成功率不高！但是想想它的价格，当然是选择原谅它啦！
静夜黑魅族16,颜值没得挑，就是接受不了刘海屏最终放弃了苹果选择了魅族，线下体验店竟然加价销售，我真呵呵了，没人管吗？电话用着挺好，就是电池不耐用！
静夜黑魅族16,速度不用讲，845速度没得说，外观真的秒杀目前市面上几乎所有刘海屏，关键手感很薄，真的薄！flyme还是很好用
远山白魅族16 PLUS,用了一两个月，这手机运行速度还是很快的，外观也很漂亮，就是有两点不好，就是自动亮度调节不是很灵敏，还有就是屏下指纹识别率不怎么高！
汝窑白魅族16 X,这两个多月总共买了三部魅族了，不为别的，就是不喜欢刘海屏。不管魅族还能活多久还是支持一下。手机还是很美的
极光蓝魅族16,正常不玩游戏不看视频使用一天没有任何问题，掉电速度还能接受，屏幕显示细腻，握持手感特别棒，主要是轻，很值得购买
静夜黑魅族16,运行速度很快，拍照还可以。缺点，指纹不够满意，特别是夜间模式下指纹几乎不灵，振动实在是太弱了，在需要静音的情况下很容易感觉不到振动
砚墨黑魅族16 X,手机好是好，就是手机还没捂热呢，就给贼送去了_(:з」&ang;)_，我自己都还没体验完呢，这孙子挺绝
极光蓝魅族16,外观很漂亮、高端大气上档次、低调奢华有内涵、手机中的战斗机、啊哈啊几号回家就看见哥哥高峰发车返佣有多爱自己了&hellip;&hellip;高端
静夜黑魅族16,给朋友买的    魅族也算翻身了吧  就是因为这个手机  但是供货还是个大问题    现在好抢一些
静夜黑魅族16,新鲜出炉，很漂亮，到手了，生产日期很近，1周后到我手哈哈，上方屏幕略微凸起，不知道是不是益胶现象。其他很好。
远山白魅族16 PLUS,"魅族国产手机品牌的一股清流,从MX2开始就一直很喜欢，而且这次搭载骁龙845处理器，真香"
远山白魅族16,不乱设计就是最好的的设计 ！魅族这波99分  整体屏幕没有索尼手机好  偏黄 其余都很满意！
静夜黑魅族16 PLUS,之前用过两个魅族手机，整体感觉还不错，不过系统优化还需努力。这款旗舰从设计，性能，价格都算是换机选项之一了。
极光蓝魅族16,各方面很不错，就是玩吃鸡比小米note3要热很多，就是不知道机子是不是有问题，卡倒不会。
极光蓝魅族16,手机不错 颜值满意 不过可能是我习惯了xr的分量 这个拿在手里感觉太轻了 还有续航确实差点意思 其他的都还好
静夜黑魅族16,"这手机信号真的差得要命，在食堂打个饭扫个二维码，别人一扫就出来了，我的等了半天还在转圈圈,尴尬的要命！还骁龙845,魅族16别人都不信,照理说基带更强信号应该更好，还没之前小米mix2信号好。可能跟魅族系统也有关，骁龙845优化成625，真的，魅族系统现在在基础体验方面差miui太远了，给人感觉就是系统生硬说不出哪里卡但就是不好用。硬件堆的不错，这价位无敌，这点值得赞扬，小厂堆硬件，大厂优化系统算是明白了。在个拍照之前夸的那么大，素质确实不错，但是你随手打开个相机要3－4秒才行这就无语了，而且我这台系统还是9月30号，新手机都快2个月不更新了，相比小米一月准时更新系统做的这么好这就有问题了。还有电池，魅族16通病简直是看着掉电啊！建议硬是要上的买plus版的。外观手感感觉边框没处理好，金属突出有点搁手，相比16x一体处理好太多，不多说了，完全主观体验，对号入座，本来还能忍受这么些小缺点，扫二维码彻底激怒了我，一口气写下了评论 。"
远山白魅族16,宝贝收到了  之前用的mx5  用了三年了都没出过什么问题   所以这次还是选择魅族  16用起来还是很顺手
静夜黑魅族16,老魅友了，从mx2开始用。16th除了电池不耐用，没有nfc，其他基本都满意
远山白魅族16,轻巧便利，外观也挺好看。感觉续航不是很够，不过充电很快，也算小小的弥补吧。我不打游戏，所以性能不是很了解。
远山白魅族16 PLUS,帮同学买的，真香机貌似不香了？屏下指纹还不是很成熟，外观确实无可挑剔，小米后置指纹真的接受不了
静夜黑魅族16,使用了近两个月来评价，总体来说不错，使用流畅，颜值很高，但是就是屏幕看起来没有我前一个手机清晰
静夜黑魅族16 PLUS,第三个魅族 mx5 mx6 然后16p，小而美，性能堪比大厂，一直在进步，值得支持！期望这个手机能陪我更久一些！
极光蓝魅族16,"这就是京东自营，有图有真相。我买的手机 包装来之后是这样的，快递外包装上有明显摔踩痕迹，里边手机盒子都有磕痕。找魅族京东自营店客服，结果就是没结果。
    Ok再说下京东快递的物流，我15号周四下的订单，16号十一点到的配送站，离我这差不多十几分钟路程。因为双11过去没多久所以我预约的17号周末送达就OK。从16号开始到达配送站，就显示等待配送，一直没有配送站信息。所以我17号晚给配送站打电话，以双11忙为由推脱说尽快送达。18号还是没有配送站信息，我下午打电话给配送站说是晚上给送过来。19号上午还未给我配送，和我住一个地的同事 16号晚下单买的东西18就给送过来了，同样的是在一个配送站。
     19号下午还是没有配送员信息，我给京东客服打电话投诉，晚上九点了给我把快递送过来  就是这样了。是因为我打电话投诉了故意给我摔踩的？
   再说下京东投诉客服电话，我打了投诉电话 我就想为这事要个说法，问题没给我解决  就这样不了了之了，最少打了三四次投诉电话，还是没人管这个问题。再从京东上联系人工客服，居然问我东西收到了吗？  怎么这就是京东？  很可以  ，真棒！"
静夜黑魅族16,我还能说啥，魅族铁杆粉丝！VIP卡就四张，没有卡的还是三四个手机。现在用骁龙了，加上魅族的系统，简直完美好不好！
静夜黑魅族16 PLUS,使用两周来评价，一如既往的精致手感精致界面，6+128吃鸡王者开全特效无压力也不感到烫手，只是电池没想象中耐用，
远山白魅族16,外观设计还可以，比较喜欢这个全屏设计，挺好看的，屏幕指纹不是很灵敏，电池续航能力一般，功能还可以，性价比比较高！
远山白魅族16,刚用了一周左右，这会儿来评论。拍照拍的很清楚，各项性能也都很好。屏大，但是部分软件还没适配。屏下指纹有点不灵敏
静夜黑魅族16,价格不贵，物流快，孩子喜欢喝，价格不贵，物流快，孩子喜欢喝，
晨曦金魅族16 X,手机不错，但有些第三方软件装上后闪退，偶尔会黑屏无反应，要等较长时间才能恢复。兼容性和稳定性还是再提高一些。
静夜黑魅族16 PLUS,买了一个体验了三天，准备换货，不知道是不是个体原因，我这个手机误触太高，经常跳出一些莫名其妙的东西出来&hellip;&hellip;
静夜黑魅族16,续航就......总感觉有点翘边，将近用吧
远山白魅族16,系统很流畅，好用，主要是用习惯了，不想换其它牌子。相机不错，拍人物背景虚化得很好。
极光蓝魅族16,手机是买来老婆用的，本想买白色，没货，手机除了电池，其他都还好，真香机，相比之下我的荣耀越看越不喜欢。
静夜黑魅族16 PLUS,用了几天很流畅，就是屏幕不怎么样，但是电量足，游戏上刺激战场流畅运行，发热适中，还有，拍照真的强！！！
云山蓝魅族16 X,屏幕显示清晰细腻，拍照清楚，屏幕指纹反应还可以。屏幕大比刘海屏好看很多。随手拍的夜景，京东的速度没得说
静夜黑魅族16,2014年买的MX4现在还在用，只可惜不是全网通，现在买的MZth16开机超快，拍照够清晰。
静夜黑魅族16,等了快半个月，终于到了。试用了几天，刚从MIUI换过来，还不太适应。7块钱买了个&ldquo;燃&rdquo;主题，看着清爽多了，长截图啊这些小工具没有MIUI好用。电池有点差，有心理准备，以后配一个充电宝跟着使用吧。
静夜黑魅族16 PLUS,到现在依然是最好看的国产机，不解释，就是物流出奇的慢，从抢购，到发货，几乎半个月
远山白魅族16 PLUS,白色很好看，就是屏幕锁不行，其他还可以。
静夜黑全网通(6G+128G),手机好看，价格便宜又有屏下指纹，指纹识别非常灵敏
静夜黑全网通(6G+128G),手机挺好用的，给好评
静夜黑全网通(6G+128G),性价比超级高的手机，很喜欢
静夜黑全网通(6G+128G),已经在用了，魅族16很好用啊&hellip;&hellip;
静夜黑全网通(6G+128G),魅族（MEIZU） 魅族16th 游戏手机运行很流畅
静夜黑全网通(6G+128G),魅族（MEIZU） 魅族16th 游戏手机很不错，运行流畅
静夜黑全网通(6G+128G),非常棒的手机，很好的店家，非常棒的，还会再来购买的，加油
静夜黑全网通(6G+128G),手机很漂亮，性价比超高.
静夜黑全网通(6G+128G),好手机  我买的还不错  真的应该买上一个 这个手机还可以  你
静夜黑全网通(6G+128G),非常好，速度很快，很满意，值得信赖
静夜黑全网通(6G+128G),手机很不错，物流给力，快递小哥服务很到位，很晚了也帮我送过来了，刚好赶得上用，卖家发货及时，手机手感也很棒，使用了音量很大，声音清晰，用起来反应也很快，很不错，值得推荐
静夜黑全网通(6G+128G),魅族手机性价比高，游戏运行很流畅！
静夜黑全网通(6G+128G),期待已久，哇终于到了，开心?
静夜黑全网通(6G+128G),手机款式很新，很好用，指纹识别很灵敏
远山白全网通(6G+128G),全新手机，值得信赖。手机用起来很爽，
静夜黑全网通(6G+128G),好好用啊，很不错的手机，打游戏棒棒哒。满意。
远山白全网通(6G+128G),手机不错，就是送的膜和后壳太次了，膜都贴不上，好容易放上了，指纹解锁用不了，费劲死了！
静夜黑全网通(6G+128G),有一说一，手机是正品，就是指纹识别不成熟，体验一般，另外店铺购买前写的当天发货，结果买了之后就变三天内发货了，京东物流现在是真的慢，**都比京东快多了。
静夜黑全网通(6G+128G),好的手机总是让人抢 价格也是很不错 这个手机不错
静夜黑全网通(6G+128G),算是老魅友了。从最开始的M8，一直到现在。拍照效果很嗨，一直也都在用魅族。运行速度和外观很好，很喜欢魅族这款。
静夜黑8G+128G,此用户未填写评价内容
极光蓝8G+128G,用着舒服。而且店家很给力。京**然之间有个满3000减150的优惠券。果断入手。不过就是赠品耳机太差了。不过等于原价买的魅族16用着真香。。
远山白6G+128G,此用户未填写评价内容
静夜黑8G+128G,物流超级快，晚上下单第二天中午就到了。价格和官网一样，官网昨天也有现货了。外观满意，运行畅顺。唤醒和指纹解锁不敏感，续航太一般。
静夜黑8G+128G,好评非常好手机好用 打游戏也不卡 而且很大气 就是拍照不好看 难道是我太丑了吗 那要弄一个一减美颜  后期
远山白6G+128G,好，非常满意和好用
远山白6G+128G,魅族16做工做工和性能没得说，屏幕指纹还是有点不成熟，用面部识别也挺好的。不玩游戏的中度使用者 电池够用的
静夜黑6G+128G,手机收到了，用着还可以，就是续航不够给力，总体来说还是不错的，3138购入，贵了一百多块，不过用起来美滋滋
静夜黑8G+128G,商家说全新未拆机其实都是重包装sn不是第一次，10.17号机器19号就@了到我手上就是半个月了退款要200
极光蓝8G+128G,替换mix2，自拍和摄影比小米mix和同事的小米8好，屏显效果要差点。系统有些地方不过小米，有些功能优于小米。国产机加油！
远山白8G+128G,不错的手机，价格也算合理，好评
极光蓝8G+128G,手机很不错收到了，非常流畅，用了两天续航可以没水军说的那么尿崩，指纹解锁也挺快，就是有时可能光线的事，解不开，总之很满意，物流也很快，待后续追加使用情况
远山白6G+128G,第一次从三方买手机，心里没啥底。不过卖家还是挺靠谱的，全新未拆封，sn首次查询，第一次@。用了一天挺满意的。物流发的顺丰特惠，也挺快的。总之，好评！
极光蓝6G+128G,从苹果转回国产手机，我骄傲
静夜黑6G+128G,收到了手机，各种满意。就是收拾操作有点不习惯，用回了**ack。外放的音质真的超棒。游戏还没下几个，安兔兔跑分29W玩游戏应该都很流畅的
静夜黑6G+128G,还没试，看包装没问题，真香！
静夜黑8G+128G,拍照我要求不高，无所谓了，照片可以更改分辨率倒是挺有用的，就是改低以后不能改回来有点遗憾；电池一般一天一冲，不管怎么用也得冲，强迫症了。?
远山白6G+128G,此用户未填写评价内容
静夜黑8G+128G,收到货了，先用一段时间看看
远山白8G+128G,收到以后才知道什么叫真香，不过应该是耳机的味儿。机子比想象中的要显小，远山白，漂亮。反应快，太快了。没测跑分，估计差不了，短板就是电池，掉的太快
静夜黑6G+128G,刚拿到手，还是很香的，主要是续航不给力，但还是可以接受的，再用几天再说
静夜黑8G+128G,活着不错魅族，但线下死的差不多了！
远山白8G+128G,此用户未填写评价内容
静夜黑6G+128G,手机是正品，但是打开盒子，听筒部位有灰尘，很是不爽
静夜黑6G+128G,运行速度超快，美中不足电池不够用啊！
静夜黑8G+128G,送的耳机质量真的不好
远山白6+64G,正在试用，不好评价。
极光蓝6G+128G,SN码不是第一次查询，充电发热，指纹不是很灵敏，续航不行，有一定卡顿，不过可以接受，有点坑?     机子倒是喜欢，第一次买魅族  系统真心不错，安卓数一数二的。拍照也很强。
静夜黑6G+128G,指纹不好用
远山白8G+128G,好的没法说
静夜黑  全网通6GB+128GB,"比官网贵就算了，加价买，发票不给我。
装不理人。现在依然没发票！！！"
静夜黑  全网通6GB+128GB,手机刚拿到，还在摆弄。
静夜黑  全网通6GB+128GB,好手机，速度快，颜值高，性能优越，?
静夜黑  全网通6GB+128GB,手机挺好的，反应杠杠滴，电池也耐用，外观挺漂亮！总之手机不错，就是贵加价加的多&hellip;&hellip;
静夜黑  全网通8GB+128GB,超级棒，手机与想象中中的一样，非常给力，赞一个！
静夜黑  全网通6GB+128GB,手机收到了，中间有点不愉快，九月四号下的单，十月四号才收到，这个就有点郁闷了，不过作为魅粉的我，还是坚持了。宝贝真的一代比一代牛#！五星好评！
静夜黑  全网通6GB+128GB,重力陀螺仪较准一直失败怎么破？
静夜黑  全网通6GB+128GB,手机不错，游戏流畅，不发热。系统简单
静夜黑  全网通6GB+128GB,手机不错，就是还要加价。送的小礼品质量太差。
静夜黑  全网通6GB+128GB,比别黄牛加价超出了小二百，黄牛中的黄牛，强烈建议换一家，差评有些利欲熏心。
静夜黑6G+128G,3000档的话看来看去   还是16香   mix2s也还可以  但是颜值没有16高   魅族多出这样的机子   消费者会用钱包支持的  毕竟我身边就有三个同学换了16
静夜黑6G+128G,质量非常好，与卖家描述的完全-致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一-次购物2.质量很好，希望更多的朋友信赖.店主态度特好，我会再次光顾的，可不可以再便宜点，我带朋友来你家买。3.不好意思评价晚了，非常好的店家，东西很喜欢!买来这个是送人的她很喜欢卖家的贴心让我感到很温暖。4.很热情的卖家，下次还来希望下次还有机会合作祝你生意兴隆质量非常好真出乎我的意料包装非常仔细非常感谢。
静夜黑6G+128G,质量非常好，与卖家描述的完全-致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一-次购物2.质量很好，希望更多的朋友信赖.店主态度特好，我会再次光顾的，可不可以再便宜点，我带朋友来你家买。3.不好意思评价晚了，非常好的店家，东西很喜欢!买来这个是送人的她很喜欢卖家的贴心让我感到很温暖。4.很热情的卖家，下次还来希望下次还有机会合作祝你生意兴隆质量非常好真出乎我的意料包装非常仔细非常感谢。
静夜黑6G+128G,全面屏新款魅族无敌了，，小巧轻薄，速度运行流畅，价格便宜适合，品牌价值高，设计的外形很好看很高档很有味道，拍照清晰无噪点，很黑的地方也能拍出好照片所以见的优化很不错，喜欢的不得了了开心
静夜黑6G+128G,作为一个老魅油，这次的16th真心没有让大家失望，配置满满，3000以内，可以完败国产任何一家了，希望老黄能一直这么走下去，真正的给大家用心的产品。
静夜黑6G+128G,最喜欢的全面屏一种方案，觉得比水滴屏那些好多了，性旗舰，系统还是刷吧。。。。总体而言很好
静夜黑6G+128G,真心啊不错 比官网优惠多了 下次再来买 很好很快很直接 买多几个送朋友亲戚也不错
远山白8G+128G,啥都好说，就是&hellip;双十一的物流又爆仓！在路上拖了很久！总体还是比较满意，客服很上心很尽心，多次沟通也很顺畅，之前也问过别家，但服务态度就让我拒绝了&hellip;这家我要点个赞！东西都很好，也送了很多赠品，虽然不一定用得上????
静夜黑6G+64G,终于等到你，开箱试着跑了一下接近30万，整体调教也不错，还没有好好使用，指纹解锁不是特别快，颜值还是挺不错的，你值得拥有。
静夜黑6G+128G,不错魅族终于又回来了，手机不错颜值手感性能都很不错
远山白6G+128G,"首先手机真的好看,上下对称设计好评,没有大刘海;拍照不错,噪点很少,照片纯净度很高,夜景很不错;系统界面很好看,很文艺,比一加的性冷淡好;续航嘛,300毫安的电池还是有点捉急,还好有快充;双扬声器超爽,属于用过就回不去的那种,立体声很好;线性马达震感不错,但应该是限于体积。和苹果还是有差距,震感还不够苹果强烈;屏下指纹能用,不能说好用,不过基本到达了能用的程度。然后是吐槽:待机耗电有点高,希望后期系统更新可以改善;总之16不管从设计还是硬件上来看都是不错的,希望魅族加油,越来越好。"
静夜黑8G+128G,手机不错，活动价便宜，性价比高&hellip;&hellip;商家回复及时，态度不错&hellip;&hellip;多多搞活动，以后常来，好评
远山白6G+128G,一直都喜欢魅族，这款旗舰机不错，手感很好，以后也会继续支持魅族。
静夜黑8G+128G,发货速度快呀 活动买的 很划算 手机是正品 满分好评
远山白8G+128G,手机电量一般，性能强大，也是真机
静夜黑8G+128G,官网抢不到，只能找第三方购买了，刚好碰上活动，价格优惠，比官网好，原封，送了赠品，还不错，好评
静夜黑8G+128G,非常便宜，快递也很快，很不错物有所值。给好评。
静夜黑8G+128G,物美价廉送货也挺快运行流畅不卡音质不错外观包装完好
极光蓝8G+128G,好
